creator_id,month,earnings,streaming_hours,viewer_count,region,policy_period,treated,control,active,month_str,group_label
2,2023-07-01,50.10798309157488,46.84633799430303,40.4165152430942,US,post,0,0,1,2023-07,Control
2,2023-08-01,44.938759010901066,36.43693748866109,26.075867518386584,US,post,0,0,1,2023-08,Control
2,2023-09-01,54.920607001481216,48.74981250154535,48.55979756839332,US,post,0,0,1,2023-09,Control
2,2023-10-01,56.83067775645948,43.776792483929405,37.09760490789751,US,post,0,0,1,2023-10,Control
2,2023-11-01,50.40930483262338,49.65879519102108,49.283479217800966,US,post,0,0,1,2023-11,Control
2,2023-12-01,62.4417853356793,28.869886838242508,66.43805008750448,US,post,0,0,1,2023-12,Control
3,2023-01-01,83.0937844713093,27.072081922336864,45.60656224324976,US,pre,1,0,1,2023-01,Treated
3,2023-02-01,85.74730242107174,44.39939671904891,39.63459563452705,US,pre,1,0,1,2023-02,Treated
3,2023-03-01,74.0912406770224,34.50114127741864,68.30804235404148,US,pre,1,0,1,2023-03,Treated
3,2023-04-01,85.46368780255112,34.36112547650613,60.26534866226712,US,pre,1,0,1,2023-04,Treated
3,2023-05-01,83.14695219943468,41.853151448005775,35.95893812245295,US,pre,1,0,1,2023-05,Treated
3,2023-06-01,78.89955523997659,35.04938572968054,20.72970103735763,US,pre,1,0,1,2023-06,Treated
3,2023-07-01,93.65111742426004,38.31520285624077,50.102269132849216,US,post,1,0,1,2023-07,Treated
3,2023-08-01,87.81333590942309,29.93307278508925,41.58709354469282,US,post,1,0,1,2023-08,Treated
3,2023-09-01,86.62393469475525,32.99854014923323,46.77428576667982,US,post,1,0,1,2023-09,Treated
3,2023-10-01,94.83835380150964,46.440856001393975,53.49155625663678,US,post,1,0,1,2023-10,Treated
3,2023-11-01,93.22684867450012,36.63769691651049,11.624575694019171,US,post,1,0,1,2023-11,Treated
3,2023-12-01,90.10214174660832,37.31107754504646,99.26484224970572,US,post,1,0,1,2023-12,Treated
4,2023-01-01,74.8438581834195,37.17208323523847,72.85645629030041,Asia,pre,1,0,1,2023-01,Treated
4,2023-02-01,82.71030620733968,46.97063315855136,31.81225090410522,Asia,pre,1,0,1,2023-02,Treated
4,2023-03-01,89.21891898983293,36.00621810937472,61.73714187600541,Asia,pre,1,0,1,2023-03,Treated
4,2023-04-01,97.09553213857173,38.062791797682685,38.67404540794456,Asia,pre,1,0,1,2023-04,Treated
4,2023-05-01,76.18748953134835,40.49809515275513,18.986731378677348,Asia,pre,1,0,1,2023-05,Treated
4,2023-06-01,75.87660562853222,37.7039548547056,59.47184861270363,Asia,pre,1,0,1,2023-06,Treated
4,2023-07-01,72.59640689194731,50.76514544842382,34.334934153275256,Asia,post,1,0,1,2023-07,Treated
4,2023-08-01,79.1673967902567,47.08305951018448,25.382713671320897,Asia,post,1,0,1,2023-08,Treated
4,2023-09-01,85.21213274916457,49.551187194748266,17.85033530877545,Asia,post,1,0,1,2023-09,Treated
4,2023-10-01,84.74104591237449,44.31488739457824,65.6364574355462,Asia,post,1,0,1,2023-10,Treated
4,2023-11-01,69.10361564886023,36.41319035791474,60.43883131233795,Asia,post,1,0,1,2023-11,Treated
4,2023-12-01,85.97690487408418,44.26793767506551,56.92896418993952,Asia,post,1,0,1,2023-12,Treated
5,2023-01-01,65.93010669352455,38.7507798814782,87.31549022289514,EU,pre,1,0,1,2023-01,Treated
5,2023-02-01,67.73771116965561,36.3660194855968,63.1310721726766,EU,pre,1,0,1,2023-02,Treated
5,2023-03-01,53.25256525826452,46.25795999032229,73.17191158014808,EU,pre,1,0,1,2023-03,Treated
5,2023-04-01,54.79255877702063,47.13941761783164,58.25561853872996,EU,pre,1,0,1,2023-04,Treated
5,2023-05-01,71.21998356048263,51.80650188487977,45.09223767994259,EU,pre,1,0,1,2023-05,Treated
5,2023-06-01,55.46202031696284,37.874964823482415,33.68379430069123,EU,pre,1,0,1,2023-06,Treated
5,2023-07-01,68.45120135303637,44.028296845693255,55.53381598660038,EU,post,1,0,1,2023-07,Treated
5,2023-08-01,78.39833589598777,42.38754643099957,79.07068154314634,EU,post,1,0,1,2023-08,Treated
5,2023-09-01,66.388094990974,55.92338280455813,62.51334695530012,EU,post,1,0,1,2023-09,Treated
5,2023-10-01,59.8705870360124,36.96807448130447,59.6494483048637,EU,post,1,0,1,2023-10,Treated
5,2023-11-01,66.84122951800715,45.89253944207049,59.4647524914709,EU,post,1,0,1,2023-11,Treated
5,2023-12-01,68.4982021173659,38.08856838126801,19.70305550628271,EU,post,1,0,1,2023-12,Treated
6,2023-01-01,70.97806363962651,42.33529404967478,53.46361851702364,US,pre,1,0,1,2023-01,Treated
6,2023-02-01,72.69029999561283,44.14470076222906,53.07450211891056,US,pre,1,0,1,2023-02,Treated
6,2023-03-01,69.41921338278446,42.8491364540816,57.155747206965664,US,pre,1,0,1,2023-03,Treated
6,2023-04-01,74.44497146200682,53.979244159111104,71.07604104069806,US,pre,1,0,1,2023-04,Treated
6,2023-05-01,55.06043251875356,43.87486274365911,60.3007053441732,US,pre,1,0,1,2023-05,Treated
6,2023-06-01,73.97498570744656,51.13922637476496,127.05462981309442,US,pre,1,0,1,2023-06,Treated
6,2023-07-01,82.00063443578176,54.24181614413772,69.08003526986406,US,post,1,0,1,2023-07,Treated
6,2023-08-01,82.88614258252069,46.987641720033,65.17938440986535,US,post,1,0,1,2023-08,Treated
6,2023-09-01,67.21976145824362,47.37989490953468,40.29272904341793,US,post,1,0,1,2023-09,Treated
6,2023-10-01,76.62145435140647,60.13728077660227,12.654696148165035,US,post,1,0,1,2023-10,Treated
6,2023-11-01,83.26970091227656,40.50040858728647,40.56136268421133,US,post,1,0,1,2023-11,Treated
6,2023-12-01,87.69929538479795,48.88538803871204,28.44510444141388,US,post,1,0,1,2023-12,Treated
7,2023-01-01,54.81374095132944,47.87827043725664,50.911436798076274,US,pre,1,0,1,2023-01,Treated
7,2023-02-01,55.60140379244263,57.51569793597339,62.67838044636022,US,pre,1,0,1,2023-02,Treated
7,2023-03-01,41.86598140192473,47.7282490631939,36.76427070463224,US,pre,1,0,1,2023-03,Treated
7,2023-04-01,70.64174061646304,42.833373797183256,47.70527117066202,US,pre,1,0,1,2023-04,Treated
7,2023-05-01,67.16728005830537,51.12475346019737,25.994071858884475,US,pre,1,0,1,2023-05,Treated
7,2023-06-01,58.77239491009132,44.421250933541984,36.93341534852576,US,pre,1,0,1,2023-06,Treated
7,2023-07-01,87.74914463844296,48.820886044151536,24.782320913299092,US,post,1,0,1,2023-07,Treated
7,2023-08-01,78.42562941295341,57.406758474409926,70.64930521102293,US,post,1,0,1,2023-08,Treated
7,2023-09-01,51.61607836985674,44.37480712501551,75.33822298373245,US,post,1,0,1,2023-09,Treated
7,2023-10-01,60.54478387354429,49.01507463007791,65.49268106858673,US,post,1,0,1,2023-10,Treated
7,2023-11-01,58.13291280799197,46.49835070903776,0.0,US,post,1,0,1,2023-11,Treated
7,2023-12-01,57.0608839406737,45.53313673238096,25.04433636070301,US,post,1,0,1,2023-12,Treated
8,2023-01-01,116.40983773132103,26.352289106824127,78.82546578132231,US,pre,0,1,1,2023-01,Control
8,2023-02-01,106.45166108649649,31.514404981168468,50.20466122039174,US,pre,0,1,1,2023-02,Control
8,2023-03-01,110.99519608781137,28.009103591710023,53.98119391146941,US,pre,0,1,1,2023-03,Control
8,2023-04-01,114.80811382670294,26.047596645343766,42.2937280627648,US,pre,0,1,1,2023-04,Control
8,2023-05-01,121.94545605080336,29.009239592998902,81.72033632290704,US,pre,0,1,1,2023-05,Control
8,2023-06-01,108.4321276100224,36.363753093675,10.958244009549963,US,pre,0,1,1,2023-06,Control
8,2023-07-01,119.29243164793505,28.640172252816555,55.61983735470065,US,post,0,1,1,2023-07,Control
8,2023-08-01,114.58328740008494,24.65797496860729,40.139981306823344,US,post,0,1,1,2023-08,Control
8,2023-09-01,114.91663502884876,29.946596705498795,57.140309719300944,US,post,0,1,1,2023-09,Control
8,2023-10-01,113.88118664568434,30.196585597559924,56.14599041753219,US,post,0,1,1,2023-10,Control
8,2023-11-01,128.9389037866805,28.84673043001173,33.420099781558555,US,post,0,1,1,2023-11,Control
8,2023-12-01,115.20847219632118,29.43505424600998,62.207405308669294,US,post,0,1,1,2023-12,Control
9,2023-01-01,92.25410910878054,38.21541688890867,60.94194762340076,Asia,pre,1,0,1,2023-01,Treated
9,2023-02-01,77.45553362655735,40.084867816951714,71.9755370397438,Asia,pre,1,0,1,2023-02,Treated
9,2023-03-01,87.73162364077659,45.24082201309101,76.10957614308658,Asia,pre,1,0,1,2023-03,Treated
9,2023-04-01,79.68749856722388,44.58303868956264,43.79466486813088,Asia,pre,1,0,1,2023-04,Treated
9,2023-05-01,82.71912367578071,40.5225585612494,51.93991929985437,Asia,pre,1,0,1,2023-05,Treated
9,2023-06-01,85.42903040526542,37.082170416920455,91.8477455137092,Asia,pre,1,0,1,2023-06,Treated
9,2023-07-01,76.35901496948921,35.10233076914916,73.16221747000135,Asia,post,1,0,1,2023-07,Treated
9,2023-08-01,96.1334957995782,44.2938729183486,62.5669101852856,Asia,post,1,0,1,2023-08,Treated
9,2023-09-01,87.29049166466987,36.68700197565866,51.51609116387453,Asia,post,1,0,1,2023-09,Treated
9,2023-10-01,79.9764273393527,46.04887250017657,47.05885236995723,Asia,post,1,0,1,2023-10,Treated
9,2023-11-01,78.3447370012683,39.56634462482285,58.25862908551249,Asia,post,1,0,1,2023-11,Treated
9,2023-12-01,81.22423608514221,37.06217185525566,54.873744229838245,Asia,post,1,0,1,2023-12,Treated
10,2023-01-01,81.41378122153483,36.090817933076885,21.03831317005352,US,pre,1,0,1,2023-01,Treated
10,2023-02-01,72.04952653395252,31.33834714002652,45.73105696576305,US,pre,1,0,1,2023-02,Treated
10,2023-03-01,89.23323993369812,42.30734933103646,67.15319246404039,US,pre,1,0,1,2023-03,Treated
10,2023-04-01,84.52477897808379,34.835487206775255,29.949412707243823,US,pre,1,0,1,2023-04,Treated
10,2023-05-01,85.93903291779417,33.48727505168801,56.45437120676179,US,pre,1,0,1,2023-05,Treated
10,2023-06-01,77.85185484219484,37.52730081749456,80.65477826005156,US,pre,1,0,1,2023-06,Treated
10,2023-07-01,93.54021907246444,36.93912685678341,63.80287983422225,US,post,1,0,1,2023-07,Treated
10,2023-08-01,90.3231555147457,36.05103065534078,50.2518480156359,US,post,1,0,1,2023-08,Treated
10,2023-09-01,95.81101778952704,31.06551932701137,50.49020348517885,US,post,1,0,1,2023-09,Treated
10,2023-10-01,100.21456190918984,42.18628628526391,69.18541652170414,US,post,1,0,1,2023-10,Treated
10,2023-11-01,118.421587738117,31.093830431848453,67.44641273441357,US,post,1,0,1,2023-11,Treated
10,2023-12-01,96.75334276861176,45.87958291237706,33.83403429289697,US,post,1,0,1,2023-12,Treated
11,2023-01-01,37.76799670238253,31.37729843715597,34.81734676892604,Asia,pre,1,0,1,2023-01,Treated
11,2023-02-01,60.51089181024268,35.71485342444558,87.52341678431773,Asia,pre,1,0,1,2023-02,Treated
11,2023-03-01,68.5111923273411,31.121555267247764,32.03170657303284,Asia,pre,1,0,1,2023-03,Treated
11,2023-04-01,63.92614566054566,27.404907510456567,86.62917531708707,Asia,pre,1,0,1,2023-04,Treated
11,2023-05-01,70.80135515269347,31.660195285036256,15.737309418182448,Asia,pre,1,0,1,2023-05,Treated
11,2023-06-01,72.54567768713473,33.43337431929669,74.75632623946923,Asia,pre,1,0,1,2023-06,Treated
11,2023-07-01,47.36894509329064,31.009198430790917,50.10487399436367,Asia,post,1,0,1,2023-07,Treated
11,2023-08-01,65.42443587144083,31.75574618816356,62.45699864694998,Asia,post,1,0,1,2023-08,Treated
11,2023-09-01,53.16382461682013,33.294176120453315,52.40591263423798,Asia,post,1,0,1,2023-09,Treated
11,2023-10-01,70.5664765146749,37.56414793600423,27.50715816324261,Asia,post,1,0,1,2023-10,Treated
11,2023-11-01,48.03239346193682,40.39445765505232,56.64628023959183,Asia,post,1,0,1,2023-11,Treated
11,2023-12-01,56.674297437906574,41.76183342317239,52.31349268585717,Asia,post,1,0,1,2023-12,Treated
12,2023-01-01,130.08990885041555,49.451889026317104,45.02071703041853,Asia,pre,0,1,1,2023-01,Control
12,2023-02-01,119.19813911113924,43.90206456202682,77.37263115064698,Asia,pre,0,1,1,2023-02,Control
12,2023-03-01,99.83319499579464,44.105442114093286,71.16848973699176,Asia,pre,0,1,1,2023-03,Control
12,2023-04-01,91.89503473736453,34.75889225077221,9.21535644479799,Asia,pre,0,1,1,2023-04,Control
12,2023-05-01,106.78836125715009,44.2628960930809,80.04714104192055,Asia,pre,0,1,1,2023-05,Control
12,2023-06-01,110.2233774057934,48.81826254195754,22.39797083570217,Asia,pre,0,1,1,2023-06,Control
12,2023-07-01,92.44860520804411,40.39744631961799,57.68130897878615,Asia,post,0,1,1,2023-07,Control
12,2023-08-01,109.15548212065474,30.337974313901704,48.21759920974423,Asia,post,0,1,1,2023-08,Control
12,2023-09-01,96.43773459654712,44.02354755825128,57.331964921936965,Asia,post,0,1,1,2023-09,Control
12,2023-10-01,100.08363173832213,38.10585022741762,28.81572956222097,Asia,post,0,1,1,2023-10,Control
12,2023-11-01,108.85563862886396,45.45089641660728,30.285479073289125,Asia,post,0,1,1,2023-11,Control
12,2023-12-01,114.52289475677412,38.02389672223888,34.14254335475312,Asia,post,0,1,1,2023-12,Control
13,2023-01-01,71.78774794766424,23.65818731286201,89.29450265832779,Asia,pre,1,0,1,2023-01,Treated
13,2023-02-01,77.67687652085334,26.14894923584333,54.27959821468444,Asia,pre,1,0,1,2023-02,Treated
13,2023-03-01,76.20096050422777,28.54272877814014,62.28333400086851,Asia,pre,1,0,1,2023-03,Treated
13,2023-04-01,84.89931810160911,26.99507103775362,38.4836351871064,Asia,pre,1,0,1,2023-04,Treated
13,2023-05-01,74.57372402961963,18.13797095212833,19.69617875602896,Asia,pre,1,0,1,2023-05,Treated
13,2023-06-01,90.9929836755813,37.872415343312674,45.01927920887243,Asia,pre,1,0,1,2023-06,Treated
13,2023-07-01,91.3987916948631,31.20382754852394,111.57761616910476,Asia,post,1,0,1,2023-07,Treated
13,2023-08-01,97.37198912703002,29.007988818402424,30.88919118799149,Asia,post,1,0,1,2023-08,Treated
13,2023-09-01,67.38575557841638,30.664894955142373,34.87298509431393,Asia,post,1,0,1,2023-09,Treated
13,2023-10-01,69.41187429567526,26.414712354593625,28.3690399277121,Asia,post,1,0,1,2023-10,Treated
13,2023-11-01,103.6152230870479,34.05577556055351,49.84054717366765,Asia,post,1,0,1,2023-11,Treated
13,2023-12-01,101.33605062903996,30.03441831404435,32.774315973434724,Asia,post,1,0,1,2023-12,Treated
14,2023-01-01,107.70564038847688,44.43740704642855,32.48763493230486,US,pre,0,1,1,2023-01,Control
14,2023-02-01,104.25010462209806,50.0199881745048,88.18833280940261,US,pre,0,1,1,2023-02,Control
14,2023-03-01,104.09242619355,48.20394662029945,36.98714861756346,US,pre,0,1,1,2023-03,Control
14,2023-04-01,113.20684809409448,42.42713081565225,32.72018460640368,US,pre,0,1,1,2023-04,Control
14,2023-05-01,118.5633182111897,41.23434985479141,55.40913651559678,US,pre,0,1,1,2023-05,Control
14,2023-06-01,117.57572083725006,44.19436020251454,31.84872675916804,US,pre,0,1,1,2023-06,Control
14,2023-07-01,112.3103886260581,49.16605656597537,60.01834375248762,US,post,0,1,1,2023-07,Control
14,2023-08-01,108.30254948375593,45.88576196399272,65.02774246743579,US,post,0,1,1,2023-08,Control
14,2023-09-01,101.38404912052772,48.10590139874626,36.74752482108307,US,post,0,1,1,2023-09,Control
14,2023-10-01,123.78408861767302,41.572804654134,13.902357986709616,US,post,0,1,1,2023-10,Control
14,2023-11-01,101.8026775529098,45.6295251701535,55.19445003442964,US,post,0,1,1,2023-11,Control
14,2023-12-01,109.03493568069734,48.58206273073346,16.7695987546208,US,post,0,1,1,2023-12,Control
15,2023-01-01,71.82964395579549,28.126831358957503,32.79173269432096,Asia,pre,1,0,1,2023-01,Treated
15,2023-02-01,74.50244959151884,32.92130204844764,38.46216260953703,Asia,pre,1,0,1,2023-02,Treated
15,2023-03-01,86.70492615446851,22.241303729087345,60.59608355830566,Asia,pre,1,0,1,2023-03,Treated
15,2023-04-01,92.7636912403961,15.531615501738989,34.062094890590465,Asia,pre,1,0,1,2023-04,Treated
15,2023-05-01,84.11872630562249,26.87461107216047,57.422917467426174,Asia,pre,1,0,1,2023-05,Treated
15,2023-06-01,72.30815316665888,28.32278693973993,46.88645529215841,Asia,pre,1,0,1,2023-06,Treated
15,2023-07-01,99.02840821545668,29.1619422188815,56.75205324150404,Asia,post,1,0,1,2023-07,Treated
15,2023-08-01,81.65215890985166,25.451806882012967,41.34883624360758,Asia,post,1,0,1,2023-08,Treated
15,2023-09-01,90.52177910336007,25.78491559827412,55.79549713792826,Asia,post,1,0,1,2023-09,Treated
15,2023-10-01,109.01221432229865,32.2454615195339,43.47952935664318,Asia,post,1,0,1,2023-10,Treated
15,2023-11-01,99.3961586810022,25.84946113726768,9.237509296442925,Asia,post,1,0,1,2023-11,Treated
15,2023-12-01,75.09385611710735,18.53587839724616,42.96973031917383,Asia,post,1,0,1,2023-12,Treated
16,2023-01-01,83.72973321738041,55.668870478708506,66.58811162366979,EU,pre,1,0,1,2023-01,Treated
16,2023-02-01,58.34910638965994,57.94244591329566,65.41730387773933,EU,pre,1,0,1,2023-02,Treated
16,2023-03-01,65.67459702194037,62.48314333878747,56.76992814988828,EU,pre,1,0,1,2023-03,Treated
16,2023-04-01,76.30758034073078,59.928282453284254,95.41385715608791,EU,pre,1,0,1,2023-04,Treated
16,2023-05-01,82.27912203032373,58.00547605425451,40.81278200919512,EU,pre,1,0,1,2023-05,Treated
16,2023-06-01,71.96201578509087,60.91605220547406,32.878323481822655,EU,pre,1,0,1,2023-06,Treated
16,2023-07-01,89.29373403712599,54.37608588892724,59.57959651492784,EU,post,1,0,1,2023-07,Treated
16,2023-08-01,92.17678858586912,61.95207284404233,39.79967202290506,EU,post,1,0,1,2023-08,Treated
16,2023-09-01,85.53788113948558,51.870554543841294,41.11413479847776,EU,post,1,0,1,2023-09,Treated
16,2023-10-01,92.65681085120605,60.54931620597959,31.55669351644749,EU,post,1,0,1,2023-10,Treated
16,2023-11-01,98.07217054887494,63.54256241677759,58.268698064474016,EU,post,1,0,1,2023-11,Treated
16,2023-12-01,109.1512593658514,52.89542712723497,25.10690593377166,EU,post,1,0,1,2023-12,Treated
17,2023-01-01,42.07565034093361,54.68251976033955,55.59937252639641,US,pre,0,0,1,2023-01,Control
17,2023-02-01,24.277103304409263,67.18920301297597,52.58442363950455,US,pre,0,0,0,2023-02,Control
17,2023-03-01,36.62594172344196,58.58927623438529,59.620184634734265,US,pre,0,0,1,2023-03,Control
17,2023-04-01,37.770834020184346,51.00807083766527,59.42936714271991,US,pre,0,0,1,2023-04,Control
17,2023-05-01,54.35223874214337,61.68754334566672,81.86373253278794,US,pre,0,0,1,2023-05,Control
17,2023-06-01,30.41983701308118,50.01241901359893,47.48426159800704,US,pre,0,0,1,2023-06,Control
17,2023-07-01,36.08924290027998,60.431400707246574,16.150707405703614,US,post,0,0,1,2023-07,Control
17,2023-08-01,50.82749697199917,54.17040362199688,41.4623786010516,US,post,0,0,1,2023-08,Control
17,2023-09-01,25.41095002479136,46.68615975556298,66.46341167923829,US,post,0,0,0,2023-09,Control
17,2023-10-01,36.26517344927707,48.51063861618656,24.09842455872768,US,post,0,0,1,2023-10,Control
17,2023-11-01,32.174146784491754,63.30555074133879,44.8081729727279,US,post,0,0,1,2023-11,Control
17,2023-12-01,20.50056424621197,53.73172779446211,44.54552860504659,US,post,0,0,0,2023-12,Control
18,2023-01-01,10.268488624373934,42.93808315888897,86.9791218989069,US,pre,0,0,0,2023-01,Control
18,2023-02-01,23.843484221938287,38.112607882047726,27.869481825166595,US,pre,0,0,0,2023-02,Control
18,2023-03-01,38.31143195895932,39.75314350489432,50.27858583825893,US,pre,0,0,1,2023-03,Control
18,2023-04-01,12.33658305536068,40.447475138661154,47.11279176152115,US,pre,0,0,0,2023-04,Control
18,2023-05-01,6.841213857658349,36.72275662861992,49.34493459568003,US,pre,0,0,0,2023-05,Control
18,2023-06-01,7.143586215123063,35.89282242143605,52.12860455383794,US,pre,0,0,0,2023-06,Control
18,2023-07-01,10.02806175225216,46.97701627773532,0.0,US,post,0,0,0,2023-07,Control
18,2023-08-01,23.49290244568533,45.687477297310025,8.53219535183701,US,post,0,0,0,2023-08,Control
18,2023-09-01,9.150957985657223,37.59984700484292,21.84976610564357,US,post,0,0,0,2023-09,Control
18,2023-10-01,4.799667050551959,33.904172107492734,85.04540886847246,US,post,0,0,0,2023-10,Control
18,2023-11-01,21.93461785793532,45.81482680979267,64.4334412808647,US,post,0,0,0,2023-11,Control
18,2023-12-01,1.2873162142884205,36.83445000342301,59.78749122455836,US,post,0,0,0,2023-12,Control
19,2023-01-01,47.043550796120016,45.25588026397589,64.21919936406982,US,pre,1,0,1,2023-01,Treated
19,2023-02-01,53.889437892561766,45.32515347262848,73.18659606728497,US,pre,1,0,1,2023-02,Treated
19,2023-03-01,38.63617150170239,50.2096623364452,61.86202515936768,US,pre,1,0,1,2023-03,Treated
19,2023-04-01,46.35134038456147,48.76064941293447,24.97772847229394,US,pre,1,0,1,2023-04,Treated
19,2023-05-01,58.68707496977038,46.205473619508936,39.54553958961921,US,pre,1,0,1,2023-05,Treated
19,2023-06-01,59.93689703607026,43.60826584901008,21.830774072728808,US,pre,1,0,1,2023-06,Treated
19,2023-07-01,37.26856434670856,50.16003405845208,24.39141295007434,US,post,1,0,1,2023-07,Treated
19,2023-08-01,73.69422125729953,36.72033726230527,83.92912736580077,US,post,1,0,1,2023-08,Treated
19,2023-09-01,56.71267739470031,46.64641874237192,39.10161826382101,US,post,1,0,1,2023-09,Treated
19,2023-10-01,58.78198251334428,46.94181078959964,72.06603764033042,US,post,1,0,1,2023-10,Treated
19,2023-11-01,55.64798939075394,47.88149310903327,42.72775575572288,US,post,1,0,1,2023-11,Treated
19,2023-12-01,53.765083394539765,48.66899314618418,15.796632146867488,US,post,1,0,1,2023-12,Treated
20,2023-01-01,48.00401882863659,46.51272425846376,50.36867866130786,US,pre,0,0,1,2023-01,Control
20,2023-02-01,49.77118150097388,44.73384253868034,34.433905491953745,US,pre,0,0,1,2023-02,Control
20,2023-03-01,48.25381699833399,42.540777052152,58.16505511428944,US,pre,0,0,1,2023-03,Control
20,2023-04-01,29.269528404978768,52.57841912685537,59.451949648260864,US,pre,0,0,0,2023-04,Control
20,2023-05-01,48.85566179049593,52.34609585995472,83.30948888925153,US,pre,0,0,1,2023-05,Control
20,2023-06-01,56.43906509753848,38.228269783568926,24.40846066528597,US,pre,0,0,1,2023-06,Control
20,2023-07-01,40.04717867040039,47.56309619128132,60.35318040938246,US,post,0,0,1,2023-07,Control
20,2023-08-01,39.03792631582252,48.36647476261254,34.89234135293355,US,post,0,0,1,2023-08,Control
20,2023-09-01,40.18018641743769,40.39933545598604,31.53533507778192,US,post,0,0,1,2023-09,Control
20,2023-10-01,32.778518391193835,42.55327467534049,71.07283593215679,US,post,0,0,1,2023-10,Control
20,2023-11-01,36.801375559037744,60.59455126441411,59.866358017617785,US,post,0,0,1,2023-11,Control
20,2023-12-01,48.14372568430591,43.14085203932108,64.00619758817983,US,post,0,0,1,2023-12,Control
21,2023-01-01,91.2098997267436,40.73979864783037,72.98546652571352,US,pre,1,0,1,2023-01,Treated
21,2023-02-01,58.57729009279677,41.04515569396881,85.4160127127102,US,pre,1,0,1,2023-02,Treated
21,2023-03-01,59.33938376617797,50.28234093643826,64.1550387091095,US,pre,1,0,1,2023-03,Treated
21,2023-04-01,59.98438658511297,44.38213684173122,69.4510889925346,US,pre,1,0,1,2023-04,Treated
21,2023-05-01,71.82715396622761,33.368974547001336,35.45725648350263,US,pre,1,0,1,2023-05,Treated
21,2023-06-01,63.1338679885406,40.84793100095339,62.41344195101356,US,pre,1,0,1,2023-06,Treated
21,2023-07-01,74.12467078872702,34.54337635290311,57.60395702011927,US,post,1,0,1,2023-07,Treated
21,2023-08-01,78.88640297658328,44.019050386108816,71.61561451109243,US,post,1,0,1,2023-08,Treated
21,2023-09-01,81.34310347849916,43.5159985425958,48.59668577082706,US,post,1,0,1,2023-09,Treated
21,2023-10-01,53.89938950978531,43.36818924211654,54.15375374326222,US,post,1,0,1,2023-10,Treated
21,2023-11-01,75.15732698761033,34.83635526735207,28.378869191834752,US,post,1,0,1,2023-11,Treated
21,2023-12-01,83.75464116512316,41.02232237717034,63.63001394745249,US,post,1,0,1,2023-12,Treated
22,2023-01-01,90.0907974630215,37.71733775387059,51.92241553881967,Asia,pre,1,0,1,2023-01,Treated
22,2023-02-01,76.0852065162111,38.12508025779588,43.816557530627215,Asia,pre,1,0,1,2023-02,Treated
22,2023-03-01,82.92929711959866,37.90381828664007,75.11512251147042,Asia,pre,1,0,1,2023-03,Treated
22,2023-04-01,71.76188638106649,39.36320317415066,41.2053788345165,Asia,pre,1,0,1,2023-04,Treated
22,2023-05-01,95.17773824679884,41.28033527751533,70.6368907893727,Asia,pre,1,0,1,2023-05,Treated
22,2023-06-01,65.8523556728918,41.63281272430375,67.79261591246873,Asia,pre,1,0,1,2023-06,Treated
22,2023-07-01,89.68387922561736,45.62496327028421,39.65423099799256,Asia,post,1,0,1,2023-07,Treated
22,2023-08-01,104.28157718562906,51.792052013053706,42.74322879120682,Asia,post,1,0,1,2023-08,Treated
22,2023-09-01,83.87822760817919,47.56448378054596,81.59144291461425,Asia,post,1,0,1,2023-09,Treated
22,2023-10-01,83.02729504490173,38.19662730947817,44.364307822789854,Asia,post,1,0,1,2023-10,Treated
